row_index,molecule_chembl_id,consensus_label,smiles,scaffold,true_label,pred_label,p_active,error_type
1062,CHEMBL3645348,active,CC(Cc1cc(CC(=O)NCc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)ccc1F)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(Cc1cccc(CCNCCc2cccc3[nH]c(=O)ccc23)c1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9999345540174676,OK
1070,CHEMBL3645356,active,COc1ccc(CC(C)NC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1CC(=O)NCc1ccc(N(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,O=C(Cc1cccc(CCNCCc2cccc3[nH]c(=O)ccc23)c1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9998320226358253,OK
1071,CHEMBL3645357,active,CC(Cc1ccc(F)c(CC(=O)NCc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(Cc1cccc(CCNCCc2cccc3[nH]c(=O)ccc23)c1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9999262860630774,OK
1077,CHEMBL3645363,active,CN(CCCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)NCCCCC(=O)Nc1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1,1,1,0.9998322159993288,OK
1082,CHEMBL3666068,active,Cc1cc(NC(=O)CCCCN(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(C)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)NCCCCC(=O)Nc1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1,1,1,0.9997725938063899,OK
1094,CHEMBL373515,active_single,CN1CCC[C@H]1[C@H]1CSC(c2ccccc2)(c2ccccc2)O1,c1ccc(C2(c3ccccc3)OC(C3CCCN3)CS2)cc1,1,1,0.97037081417477,OK
1102,CHEMBL375073,active_single,CN1CCC[C@@H]1[C@@H]1CSC(c2ccccc2)(c2ccccc2)O1,c1ccc(C2(c3ccccc3)OC(C3CCCN3)CS2)cc1,1,1,0.9332555636468515,OK
1110,CHEMBL376295,active_single,COc1nsnc1OCCCOCCCOCCCOc1nsnc1-c1cccnc1,c1cncc(-c2nsnc2OCCCOCCCOCCCOc2cnsn2)c1,1,1,0.9930110696256153,OK
1117,CHEMBL377728,active_single,Cc1c(NC2CCCCC2)nc(C2CC2)nc1NC1CC1,c1c(NC2CCCCC2)nc(C2CC2)nc1NC1CC1,1,1,0.9904267106903283,OK
1129,CHEMBL380583,active_single,CO[C@]1(C#CC(O)(c2cccc(C)c2)c2cccc(C)c2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.990693610088439,OK
1131,CHEMBL380926,active_single,Cc1c(NC2CC2)nc(C2CC2)nc1N1CCC(C(F)(F)F)CC1,c1c(NC2CC2)nc(C2CC2)nc1N1CCCCC1,1,1,0.9806980701234785,OK
1135,CHEMBL381333,active_single,Cc1c(NC2CC2)nc(C2CC2)nc1N1CCC(C)(C)CC1,c1c(NC2CC2)nc(C2CC2)nc1N1CCCCC1,1,1,0.9753358368302529,OK
1137,CHEMBL381623,active,CO[C@]1(C#CC(O)(c2ccccc2)c2ccccc2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9940414307426079,OK
1138,CHEMBL381752,active_single,Cc1c(NC2CC2)nc(C2CC2)nc1N1CCC(F)(F)CC1,c1c(NC2CC2)nc(C2CC2)nc1N1CCCCC1,1,1,0.9850711699818768,OK
1139,CHEMBL381878,active_single,CO[C@]1(C#CC(O)(c2ccc(F)cc2)c2ccc(F)cc2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9780751792450784,OK
1143,CHEMBL383389,active_single,CO[C@]1(C#CC(O)(c2cccc(F)c2)c2cccc(F)c2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9858904995708078,OK
1186,CHEMBL395110,active,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,c1ccc2c(c1)Sc1ccccc1N2CC1CCCNC1,1,1,0.8890357250450335,OK
1190,CHEMBL3956822,active,CC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1ccccc1)c1ccccc1,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9991508217223188,OK
1192,CHEMBL3960091,active_single,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)[C@](O)(c2cccs2)C2CCCC2)CC1,O=C(OC1CCC(NCCCn2nnc3cc(CNCCc4cccc5[nH]c(=O)ccc45)ccc32)CC1)C(c1cccs1)C1CCCC1,1,1,0.9982788852889088,OK
1208,CHEMBL404866,inactive_single,Cl.Cl.OC(CCCN1CCN(CCCC(O)(c2ccccc2)c2ccccc2)CC1)(c1ccccc1)c1ccccc1,c1ccc(C(CCCN2CCN(CCCC(c3ccccc3)c3ccccc3)CC2)c2ccccc2)cc1,0,1,0.8250445910580246,FP
1235,CHEMBL410061,active_single,COC1(C#CC(C)(c2ccccc2)c2ccccc2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9958680318279847,OK
1242,CHEMBL411514,active_single,COC(C#C[C@@]1(OC)CN2CCC1CC2)(c1ccccc1)c1ccccc1,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9987105467302456,OK
1253,CHEMBL4163770,inactive,NCC1CC1CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,c1ccc2c(c1)CNC(CN(CC1CC1)C1CCCc3cccnc31)C2,0,0,0.05894628686042272,OK
1262,CHEMBL4211076,inactive_single,Cc1nnc2sc(C(=O)N3CC(c4ccccc4)C3)c(N)c2c1C,O=C(c1cc2ccnnc2s1)N1CC(c2ccccc2)C1,0,0,0.20231674735787755,OK
1268,CHEMBL426393,active_single,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(CCOc2ccccc2)CC1,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(CCOc2ccccc2)CC1,1,1,0.9937391638260457,OK
1273,CHEMBL4286717,inactive_single,CCC1(C)CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)C(=O)C1,O=C1CCCC(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,0,0,0.06632501444761536,OK
1284,CHEMBL434929,active_single,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(c2ccccc2)CC1,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(c2ccccc2)CC1,1,1,0.9521841712056898,OK
1297,CHEMBL443925,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(C(F)(F)F)c3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.994504370495649,OK
1313,CHEMBL4457734,active_single,O=C(OC1C[N+]2(CCSc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCSc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9975408566934756,OK
1315,CHEMBL4461243,active_single,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9949972032542291,OK
1330,CHEMBL451040,active_single,CC(C)NC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(C#N)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9861709878538464,OK
1346,CHEMBL4544820,inactive_single,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,O=C(CCc1ccccc1)NCC(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0,1,0.8987828994843355,FP
1360,CHEMBL457302,active_single,CC(C)COC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9988191438235664,OK
1371,CHEMBL4597972,active,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9989363962587366,OK
1392,CHEMBL4636887,active_single,C[N+]1(C)CCC(COC(=O)Nc2ccc(F)cc2-c2cccc(Cl)c2)CC1.O=C[O-],O=C(Nc1ccccc1-c1ccccc1)OCC1CC[NH2+]CC1,1,1,0.9982438519098426,OK
1401,CHEMBL4641328,active_single,NCc1cc(C(=O)NCCN2CCC(N3CCC(n4c(=O)[nH]c5ccccc54)CC3)CC2)cc(C(=O)NCCN2CCN(CCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)CC2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,O=C(NCCN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1)c1cccc(C(=O)NCCN2CCN(CCCCC3CCN(CC(=O)N4c5ccccc5NC(=O)c5ccccc54)CC3)CC2)c1,1,0,0.2816892981716098,FN
1413,CHEMBL4645235,active_single,C[N+]1(C)CCC(COC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1.O=C[O-],O=C(Nc1ccccc1-c1ccccc1)OCC1CC[NH2+]CC1,1,1,0.9980609808385493,OK
1445,CHEMBL4759774,inactive_single,CC(C)(C)OC(=O)N1CCN(CC(=O)n2c3ccccc3c3ccccc32)CC1,O=C(CN1CCNCC1)n1c2ccccc2c2ccccc21,0,0,0.07264298972133507,OK
1459,CHEMBL4777127,inactive_single,O=C(CCN1CCCc2ccccc21)Nc1cccc2ccccc12,O=C(CCN1CCCc2ccccc21)Nc1cccc2ccccc12,0,0,0.042448857104798295,OK
1465,CHEMBL478069,inactive_single,OC(CC1C[N+]2(CCc3ccccc3)CCC1CC2)(c1ccccc1)c1ccccc1.[Br-],c1ccc(CC[N+]23CCC(CC2)C(CC(c2ccccc2)c2ccccc2)C3)cc1,0,0,0.5318465213297451,OK
1477,CHEMBL479526,active_single,COC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9962856216530855,OK
1479,CHEMBL480299,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(OC)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9938358060270447,OK
1481,CHEMBL480877,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(Cl)c3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9968567545919415,OK
1482,CHEMBL480878,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccccc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9980211400254453,OK
1483,CHEMBL481153,active_single,O=C(OCCN1CCCC1)N1c2ccccc2Sc2ccccc21,O=C(OCCN1CCCC1)N1c2ccccc2Sc2ccccc21,1,1,0.9142083858047635,OK
1486,CHEMBL484476,inactive_single,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCCCCOc3ccccc3)(CC1)CC2.[Br-],c1ccc(OCCCCC[N+]23CCC(C(c4ccccc4)c4ccccc4)(CC2)CC3)cc1,0,0,0.3402836412898644,OK
1487,CHEMBL4846536,active_single,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCCCNCCc2cccc3[nH]c(=O)ccc23)c1)OC1CN2CCC1CC2,1,1,0.9999208400139494,OK
1493,CHEMBL4850216,inactive_single,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccc(F)cc1,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,0,0,0.5485525832892791,OK
1504,CHEMBL4859485,inactive_single,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccc(F)c(F)c1,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,0,0,0.5242807920986614,OK
1514,CHEMBL486982,active_single,CCCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9979055288821089,OK
1515,CHEMBL486983,active_single,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9983865397010396,OK
1525,CHEMBL487764,active_single,CCNC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(C#N)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9727615366600229,OK
1585,CHEMBL495102,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1.[I-],O=C(Nc1ccccc1)NC(Cc1ccc(-c2ccccc2)cc1)C(=O)NC1CC[NH+](Cc2ccc3c(c2)OCO3)C1,1,1,0.9978638551538719,OK
1597,CHEMBL501727,inactive_single,CCOC(=O)c1ccc(NC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H]2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,0,1,0.9761901286462135,FP
1600,CHEMBL505452,active,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9944577517387506,OK
1633,CHEMBL5090464,active_single,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(CN(C(=O)O[C@H]2CN3CCC2CC3)c2ccccc2F)s1,O=C(OC(Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccc(CN(C(=O)OC2CN3CCC2CC3)c2ccccc2)s1,1,1,0.9998314921297278,OK
1645,CHEMBL517087,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(OC)c3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9942923937782568,OK
1651,CHEMBL518001,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(O)c3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9948576190894947,OK
1667,CHEMBL519760,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccccc3OC)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9800783596978412,OK
1675,CHEMBL5207792,active_single,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2cnc(C(=O)O)cn2)c1)O[C@H]1CN2CCC1CC2,O=C(NC(c1ccccc1)c1cccc(OCc2cnccn2)c1)OC1CN2CCC1CC2,1,1,0.9919283632997958,OK
1679,CHEMBL521244,active_single,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(C#N)c3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.9948047707964333,OK
1700,CHEMBL526009,active,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCN(Cc3ccc(O)cc3)C2)cc1,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,1,1,0.994773771104739,OK
1718,CHEMBL5284728,inactive_single,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccc(F)cc1,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,0,1,0.6901838965179051,FP
1725,CHEMBL539119,inactive_single,C[N+]1(Cc2cccc(-c3cccc(CNC(=O)c4ccc5c(c4)OCO5)c3)c2)CCNCC1.[I-],O=C(NCc1cccc(-c2cccc(C[NH+]3CCNCC3)c2)c1)c1ccc2c(c1)OCO2,0,0,0.5575240386782149,OK
1770,CHEMBL5512435,active_single,O=C(NCCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)c1ccc(CNC2(C(=O)O[C@H]3CN4CCC3CC4)CCc3ccccc32)cc1,O=C(NCCCCNCCc1cccc2[nH]c(=O)ccc12)c1ccc(CNC2(C(=O)OC3CN4CCC3CC4)CCc3ccccc32)cc1,1,1,0.9694879640784685,OK
1776,CHEMBL551731,active_single,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9979409278634993,OK
1784,CHEMBL5527849,active_single,COc1cc(C(=O)NCCCOc2cccc([C@](O)(C(=O)OCC3CCN(CC4CC4)CC3)c3ccccc3)c2)c(F)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12.O=CO.O=CO,O=C(NCCCOc1cccc(C(C(=O)OCC2CCN(CC3CC3)CC2)c2ccccc2)c1)c1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1,1,1,0.995176079551017,OK
1786,CHEMBL553058,active_single,COc1nsnc1OCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1.Cl,C1=C(c2nsnc2OCCOCCOCCOCCOc2cnsn2)CNCC1,1,1,0.9872010171869227,OK
1815,CHEMBL5555669,active_single,O=C(NCCCOc1cccc([C@](O)(C(=O)OCC2CCN(C3CCC3)CC2)c2ccccc2)c1)c1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1,O=C(NCCCOc1cccc(C(C(=O)OCC2CCN(C3CCC3)CC2)c2ccccc2)c1)c1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1,1,1,0.9912939473806616,OK
1819,CHEMBL5556153,active_single,O=C(NCCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)c1cccc(C(=O)NC2(C(=O)O[C@H]3CN4CCC3CC4)CCc3ccccc32)c1,O=C(NCCCCNCCc1cccc2[nH]c(=O)ccc12)c1cccc(C(=O)NC2(C(=O)OC3CN4CCC3CC4)CCc3ccccc32)c1,1,1,0.9630034755481451,OK
1848,CHEMBL556634,active_single,O=C(O[C@H]1C[N+]2(Cc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],O=C(OC1C[N+]2(Cc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,1,1,0.9988909488095247,OK
1895,CHEMBL5748947,active_single,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@H]3CN(C)CCN3C)c3ccccc3)s2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1ccc(CNC(C(=O)OCC2CNCCN2)c2ccccc2)s1,1,1,0.9978962466870734,OK
1916,CHEMBL5769236,active_single,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)OCC34CCN(CC3)CC4)c3ccccc3)s2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1ccc(CNC(C(=O)OCC23CCN(CC2)CC3)c2ccccc2)s1,1,1,0.9989005283762424,OK
1930,CHEMBL5782982,active,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCCN3CCCC3)c3ccccc3)s2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1ccc(CNC(C(=O)OCCN2CCCC2)c2ccccc2)s1,1,1,0.9984523453656975,OK
1989,CHEMBL5850090,active,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2csc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3)c2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1csc(CNC(C(=O)OCC2CCNCC2)c2ccccc2)c1,1,1,0.9995969500891045,OK
2023,CHEMBL5889739,active_single,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9998958854564944,OK
2030,CHEMBL5897667,active_single,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@@H]3CN(C)CCN3C)c3ccccc3)s2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1ccc(CNC(C(=O)OCC2CNCCN2)c2ccccc2)s1,1,1,0.998809446588297,OK
2102,CHEMBL5963235,active,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC34CCN(CC3)CC4)c3ccccc3)s2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1ccc(CNC(C(=O)OCC23CCN(CC2)CC3)c2ccccc2)s1,1,1,0.9975761650910551,OK
2110,CHEMBL5970263,active_single,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNCC(C(=O)OCC3CCN(C)CC3)c3ccccc3)s2)cc1OC,O=C(OC(Cc1cc[nH+]cc1)c1ccccc1)c1ccc(CNCC(C(=O)OCC2CCNCC2)c2ccccc2)s1,1,1,0.9999111521639754,OK
2222,CHEMBL67873,active_single,O=C(NCCC1CCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,O=C(NCCC1CCNCC1)C(c1ccccc1)C1CCCC1,1,1,0.9904894264047938,OK
2245,CHEMBL76897,active,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.[I-],O=C(OC1CC[NH2+]CC1)C(c1ccccc1)c1ccccc1,1,1,0.9656210303506007,OK
2255,CHEMBL85678,inactive_single,CO/N=C1CN2CCC1C2,N=C1CN2CCC1C2,0,0,0.5957719368476301,OK
2257,CHEMBL85950,active_single,O=C(CCc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,O=C(CCc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,1,1,0.9884494641040573,OK
25,CHEMBL1082723,inactive_single,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,O=C1Nc2ccccc2C12NCCc1c2[nH]c2ccccc12,0,0,0.15576158409780835,OK
44,CHEMBL1101,active_single,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1,1,1,0.910051141669673,OK
67,CHEMBL1201027,active_single,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,1,1,0.9879769519526548,OK
70,CHEMBL1201335,active,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,1,1,0.997662323438487,OK
100,CHEMBL1290635,active_single,O=C(c1ccccc1)N1CCOC2(CCN(Cc3ccc(Cl)cc3)CC2)C1,O=C(c1ccccc1)N1CCOC2(CCN(Cc3ccccc3)CC2)C1,1,1,0.9218291278420859,OK
108,CHEMBL1367424,inactive_single,CCOC(=O)N1CCC(NCCNC(=O)c2cccs2)CC1,O=C(NCCNC1CCNCC1)c1cccs1,0,0,0.11872711665099929,OK
115,CHEMBL146249,active_single,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CC[C@@H](F)C2)CC1,O=C(NC1CCNCC1)C(c1ccccc1)C1CCCC1,1,1,0.9528120978961727,OK
118,CHEMBL146351,active_single,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CCC(F)(F)C2)CC1,O=C(NC1CCNCC1)C(c1ccccc1)C1CCCC1,1,1,0.9833143378866329,OK
141,CHEMBL150219,active_single,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,O=C(NC1CCNCC1)C(c1ccccc1)C1CCCC1,1,1,0.991402177173117,OK
154,CHEMBL166385,active_single,CCOC(=O)N(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,O=C1Nc2ccccc2N(C(=O)CN2CCCCC2)c2ccccc21,1,1,0.9742194247048821,OK
