molecule_chembl_id,smiles,molecular_weight,molecule_name,n,p_median,p_median_kiki,frac_active,frac_inactive,n_strong_active,n_strong_inactive,any_active_vote,consensus_label
CHEMBL222424,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1,447.53,,1,8.55,8.55,1.0,0.0,0,0,True,active_single
CHEMBL222449,C[N+]1(CC(=O)c2cccc(F)c2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,494.54,,1,8.52,8.52,1.0,0.0,0,0,True,active_single
CHEMBL222450,C[N+]1(CC(=O)c2ccsc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,482.58,,1,8.79,8.79,1.0,0.0,0,0,True,active_single
CHEMBL222634,C[N+]1(CC(=O)Nc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,455.58,,1,8.04,8.04,1.0,0.0,0,0,True,active_single
CHEMBL222636,C[N+]1(CC(=O)c2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,440.57,,1,8.72,8.72,1.0,0.0,0,0,True,active_single
CHEMBL222689,C[N+]1(C)C2CCC1CC(N1CC(c3ccccc3)(c3ccccc3)NC1=O)C2,376.52,,1,6.82,6.82,1.0,0.0,0,0,True,active_single
CHEMBL222804,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccc(O)c2)CC1,427.55,,1,8.12,8.12,1.0,0.0,0,0,True,active_single
CHEMBL222860,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,423.61,,1,8.57,8.57,1.0,0.0,0,0,True,active_single
CHEMBL222874,C[N+]1(CC(=O)c2cccnc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,477.54,,1,7.64,7.64,1.0,0.0,0,0,True,active_single
CHEMBL222976,C[N+]1(CCOCc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,456.61,,1,8.17,8.17,1.0,0.0,0,0,True,active_single
CHEMBL223016,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,445.99,,1,8.5,8.5,1.0,0.0,0,0,True,active_single
CHEMBL223017,O=C1NC(c2ccccc2)(c2ccccc2)CN1[C@H]1CCN(Cc2ccccc2)C1,397.52,,1,7.09,7.09,1.0,0.0,0,0,True,active_single
CHEMBL223028,C[N+]1(CCCOc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,456.61,,1,8.75,8.75,1.0,0.0,0,0,True,active_single
CHEMBL223055,C[N+]1(CCc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1.[Br-],506.49,,1,9.17,9.17,1.0,0.0,0,0,True,active_single
CHEMBL223079,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,481.97,,1,8.17,8.17,1.0,0.0,0,0,True,active_single
CHEMBL223186,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(CCc2ccccc2)CC1,425.58,,1,6.93,6.93,1.0,0.0,0,0,True,active_single
CHEMBL223188,O=C1N(C2CCN(Cc3ccccc3)CC2)CC(c2ccccc2)N1Cc1ccccc1,425.58,,1,7.57,7.57,1.0,0.0,0,0,True,active_single
CHEMBL223267,O=C1NC(c2ccccc2)(C2CCCCC2)CN1C1CCN(Cc2ccccc2)CC1,417.6,,1,8.59,8.59,1.0,0.0,0,0,True,active_single
CHEMBL223668,C[N+]1(CCc2ccccc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,462.56,,1,9.12,9.12,1.0,0.0,0,0,True,active_single
CHEMBL223925,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccc(C(F)(F)F)c2)CC1,479.55,,1,7.27,7.27,1.0,0.0,0,0,True,active_single
CHEMBL224783,C[N+]1(CCOc2ccccc2)CC[C@H](N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,442.58,,1,8.12,8.12,1.0,0.0,0,0,True,active_single
CHEMBL225074,COc1cccc(CN2CCC(N3CC(c4ccccc4)(c4ccccc4)NC3=O)CC2)c1,441.58,,1,8.06,8.06,1.0,0.0,0,0,True,active_single
CHEMBL225387,O=C1OC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2ccccc2)CC1,412.53,,1,7.77,7.77,1.0,0.0,0,0,True,active_single
CHEMBL227378,C[C@@H]1COC[C@H](C[N+](C)(C)C)O1.[I-],301.17,,2,4.37,4.44,0.0,1.0,0,0,False,inactive
CHEMBL227429,C[C@H]1COC[C@H](C[N+](C)(C)C)O1.[I-],301.17,,1,4.63,4.63,0.0,1.0,0,0,False,inactive_single
CHEMBL229429,N#Cc1cc(F)cc(C#Cc2csc(CF)n2)c1,260.27,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2308786,CN1[C@@H]2CC[C@H]1C[C@@H](CC(C(=O)NCc1ccccc1)(c1ccccc1)c1ccccc1)C2,438.62,,2,6.08,6.08,1.0,0.0,0,0,True,active
CHEMBL2311547,COc1ccc(CCOC(=O)C2=C(c3cccc(F)c3)CCN(C)C2)cc1OC,399.46,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2312346,COc1ccc(CCOC(=O)C2=C(c3ccccc3)CCN(C)C2)cc1OC,381.47,,2,4.0,4.0,0.0,1.0,0,0,False,inactive
CHEMBL2312347,CN1CCC(c2ccccc2)=C(C(=O)OCCc2cccc3ccccc23)C1,371.48,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2312376,CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccc3c(c2)CCO3)C1,377.48,,1,4.51,4.51,0.0,1.0,0,0,False,inactive_single
CHEMBL2313377,Cc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,295.8,,1,4.52,,0.0,1.0,0,0,False,inactive_single
CHEMBL232208,COC1CN(c2nc(C3CC3)nc(N3CCCCCC3)c2C)C1,316.45,,1,7.4,7.4,1.0,0.0,0,0,True,active_single
CHEMBL232416,c1c(N2CCCCCC2)nc(C2CC2)nc1N1CCC1,272.4,,1,7.1,7.1,1.0,0.0,0,0,True,active_single
CHEMBL232419,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CCC1,286.42,,2,7.8,7.8,1.0,0.0,0,0,True,active
CHEMBL232860,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(C)C1,300.45,,1,7.7,7.7,1.0,0.0,0,0,True,active_single
CHEMBL233198,CC(C)c1ccc(CCNCC2(N(C)C)COc3ccccc3OC2)cc1,368.52,,1,7.25,7.25,1.0,0.0,0,0,True,active_single
CHEMBL233199,CN(C)C1(CNCCc2c(Cl)cccc2Cl)COc2ccccc2OC1,395.33,,1,7.64,7.64,1.0,0.0,0,0,True,active_single
CHEMBL233200,CN(C)C1(CNCCc2ccccc2F)COc2ccccc2OC1,344.43,,1,7.72,7.72,1.0,0.0,0,0,True,active_single
CHEMBL233201,CN(C)C1(CNCCC2CCSCC2)COc2ccccc2OC1,350.53,,1,8.17,8.17,1.0,0.0,0,0,True,active_single
CHEMBL233202,CN(C)C1(CNCCC2=CCSCC2)COc2ccccc2OC1,348.51,,1,8.24,8.24,1.0,0.0,0,0,True,active_single
CHEMBL234099,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CCCC1,300.45,,1,8.89,8.89,1.0,0.0,0,0,True,active_single
CHEMBL234252,CN(C)C1(CNCCc2ccccc2)COc2ccccc2OC1,326.44,,1,7.7,7.7,1.0,0.0,0,0,True,active_single
CHEMBL234253,Cc1ccc(CCNCC2(N(C)C)COc3ccccc3OC2)cc1,340.47,,1,7.74,7.74,1.0,0.0,0,0,True,active_single
CHEMBL234254,CN(C)C1(CNCCc2ccc(Cl)cc2)COc2ccccc2OC1,360.88,,1,7.7,7.7,1.0,0.0,0,0,True,active_single
CHEMBL234255,c1ccc(CCNCC2(N3CCCC3)COc3ccccc3OC2)cc1,352.48,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL234256,c1ccc(CCNCC2(N3CCCCC3)COc3ccccc3OC2)cc1,366.51,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL234257,CN(C)C1(CNCC2CCCCC2)COc2ccccc2OC1,318.46,,1,8.31,8.31,1.0,0.0,0,0,True,active_single
CHEMBL234258,CN(C)C1(CNCCC2CCC(CO)CC2)COc2ccccc2OC1,362.51,,1,8.68,8.68,1.0,0.0,0,0,True,active_single
CHEMBL234260,CN(C)C1(CC2CCCCC2)COc2ccccc2OC1,289.42,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL234438,CN(C)C1(CNCCC2CCCCC2)COc2ccccc2OC1,332.49,,1,8.6,8.6,1.0,0.0,0,0,True,active_single
CHEMBL234439,CN(C)C1(CNCCC2CCCCCC2)COc2ccccc2OC1,346.52,,1,8.57,8.57,1.0,0.0,0,0,True,active_single
CHEMBL234440,CN(C)C1(CNCCC2CCOCC2)COc2cc(Cl)c(Cl)cc2OC1,403.35,,1,9.66,9.66,1.0,0.0,0,0,True,active_single
CHEMBL237067,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,450.54,,1,6.82,6.82,1.0,0.0,0,0,True,active_single
CHEMBL2377261,CC(C)N(CCOC(=O)C(O)(c1ccccc1)c1ccccc1)C(C)C,355.48,,1,7.23,7.23,1.0,0.0,0,0,True,active_single
CHEMBL2377262,CCN(CC)CCOC(=O)c1ccccc1Sc1ccc(Cl)cc1,363.91,,1,6.96,6.96,1.0,0.0,0,0,True,active_single
CHEMBL2377267,CCN(CC)CCOC(=O)C(O)(c1cccs1)C1CCCCC1,339.5,,1,8.18,8.18,1.0,0.0,0,0,True,active_single
CHEMBL2377268,CN1CCC(OC(=O)C(CO)c2cccc(C(F)(F)F)c2)CC1,331.33,,1,7.95,7.95,1.0,0.0,0,0,True,active_single
CHEMBL2377269,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCCC1,333.47,,1,8.08,8.08,1.0,0.0,0,0,True,active_single
CHEMBL2377383,CC[N+](CC)(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.[I-],467.39,,1,9.27,9.27,1.0,0.0,0,0,True,active_single
CHEMBL2377385,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.[Br-],406.36,,1,6.57,6.57,1.0,0.0,0,0,True,active_single
CHEMBL2377387,CCN(CC)CCSC(=O)C(O)(c1ccccc1)c1ccccc1,343.49,,1,8.51,8.51,1.0,0.0,0,0,True,active_single
CHEMBL2377388,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1c(C)cccc1C,355.48,,1,6.6,6.6,1.0,0.0,0,0,True,active_single
CHEMBL2377392,CC[C@H](C)C(C(=O)OCCCN(CC)CC)c1ccccc1,305.46,,1,8.22,8.22,1.0,0.0,0,0,True,active_single
CHEMBL2381694,O=C1C(=O)N(CCOc2ccccc2)c2ccc(OC(F)(F)F)cc21,351.28,,1,4.52,,0.0,1.0,0,0,False,inactive_single
CHEMBL239017,Cc1cc(OCC#CCN(C)C)no1.O=C(O)/C=C/C(=O)O,310.31,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391352,O=C(CN1CCN2CCC[C@@H]2C1)NC1CCCCC1,265.4,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391353,O=C(CN1CCN2CCC[C@H]2C1)NC1CCCCC1,265.4,,1,4.24,4.24,0.0,1.0,0,0,False,inactive_single
CHEMBL2391356,CC(C)NC(=O)CN1CCNCC1,185.27,,1,4.08,4.08,0.0,1.0,0,0,False,inactive_single
CHEMBL2391357,CN1CCCN(CC(=O)NC2CCCCC2)CC1,253.39,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391366,CCC(=O)N1CCN(CC(=O)NC(CC)CC)CC1,269.39,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391367,CCC(=O)N1CCN(CC(=O)NC2CCCCC2)CC1,281.4,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391368,O=C(CN1CCN(C2CCCC2)CC1)NC1CCCCC1,293.46,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391374,CC(C)NC(=O)C(C)(C)N1CCN(C2CCCCC2)CC1,295.47,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391382,CC(C)(C(=O)NC1CCCCC1)N1CCN(C2CCCC2)CC1,321.51,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2391541,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,270.38,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL242345,COc1ccccc1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCc3ccccc3OC)CC2)CC1,634.99,,1,6.67,6.67,1.0,0.0,0,0,True,active_single
CHEMBL242822,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(O)C1,302.42,,1,6.8,6.8,1.0,0.0,0,0,True,active_single
CHEMBL242823,Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(Br)C1,365.32,,1,6.7,6.7,1.0,0.0,0,0,True,active_single
CHEMBL2436555,Cl.NC1=Nc2ccc(Cl)cc2CN1,218.09,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL24369,CCN(CC)CCCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,373.58,,1,6.75,6.75,1.0,0.0,0,0,True,active_single
CHEMBL2441750,CN(C)C[C@H]1CN(C)C(=O)O1,158.2,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441751,CN(C)C[C@@H]1CN(C)C(=O)O1,158.2,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441752,CN1C[C@@H](C[N+](C)(C)C)OC1=O,173.24,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441753,CN1C[C@H](C[N+](C)(C)C)OC1=O,173.24,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441754,CN(C)C[C@@H]1CNC(=O)O1,144.17,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441755,CN(C)C[C@H]1CNC(=O)O1,144.17,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441756,C[N+](C)(C)C[C@@H]1CNC(=O)O1,159.21,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441757,C[N+](C)(C)C[C@H]1CNC(=O)O1,159.21,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441758,CN1CCC[C@H]1COC(N)=O,158.2,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441759,C[N+]1(C)CCC[C@H]1COC(N)=O,173.24,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441760,CN1CCC[C@H]1[C@@H]1COC(=O)N1,170.21,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2441761,CN1CCC[C@H]1[C@H]1COC(=O)N1,170.21,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL2449003,CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,289.38,ENDO-ATROPINE,2,9.57,9.57,1.0,0.0,0,0,True,active
CHEMBL250699,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,357.79,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL254586,C[N+]1(CCCC(O)(c2ccccc2)c2ccccc2)CCCCC1.[I-],451.39,,1,6.56,6.56,1.0,0.0,0,0,True,active_single
CHEMBL254656,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,289.38,,1,8.49,8.49,1.0,0.0,0,0,True,active_single
CHEMBL255692,CN(CCCC(O)(c1ccccc1)c1ccccc1)CCN(C)CCCC(O)(c1ccccc1)c1ccccc1.Cl.Cl,609.68,,1,3.42,3.42,0.0,1.0,0,0,False,inactive_single
CHEMBL257431,CCCCN(CCCC)c1ccc(/C=C/c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1.[Br-].[Br-],611.55,,1,7.52,7.52,1.0,0.0,0,0,True,active_single
CHEMBL257586,C[N+](C)(CCCC(O)(c1ccccc1)c1ccccc1)CC[N+](C)(C)CCCC(O)(c1ccccc1)c1ccccc1.[I-].[I-],820.64,,1,4.36,4.36,0.0,1.0,0,0,False,inactive_single
CHEMBL257643,CCN(CC)c1ccc(/C=C/c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1.[Br-].[Br-],555.44,,1,7.62,7.62,1.0,0.0,0,0,True,active_single
CHEMBL258959,COC1(C#CC(C#N)(c2ccccc2)c2ccccc2)CN2CCC1CC2,356.47,,1,8.6,8.6,1.0,0.0,0,0,True,active_single
CHEMBL260228,CO[C@]1(C#C[C@@](O)(c2ccccc2)C2CCCCCCC2)CN2CCC1CC2,381.56,,1,8.6,8.6,1.0,0.0,0,0,True,active_single
CHEMBL262198,CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccccc2)C1.O=C(O)C(=O)O,425.48,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL263040,NCCCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,394.51,,1,7.12,7.12,1.0,0.0,0,0,True,active_single
CHEMBL264414,CO[C@]1(C#C[C@@](O)(c2ccccc2)C2CCCCCC2)CN2CCC1CC2,367.53,,1,8.7,8.7,1.0,0.0,0,0,True,active_single
CHEMBL264676,CO[C@]1(C#C[C@](O)(c2ccccc2)C2CCCCCCC2)CN2CCC1CC2,381.56,,1,9.5,9.5,1.0,0.0,0,0,True,active_single
CHEMBL265256,CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc21,1124.4,TRIPITRAMINE,2,7.12,7.12,1.0,0.0,0,0,True,active
CHEMBL267014,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,326.83,L-745870,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL268175,C=CCOc1noc2c1CNCC2.Cl,216.67,,1,4.89,,0.0,1.0,0,0,False,inactive_single
CHEMBL269280,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2ccc(Cl)cc2)CC1,445.99,,1,7.78,7.78,1.0,0.0,0,0,True,active_single
CHEMBL271108,CC(C)N(CC[C@H](c1ccccc1)c1cc(CCNC(=O)CCCCCNC(=O)COc2ccc(/C=C/C3=[N+]4C(=Cc5ccc(-c6cccs6)n5[B-]4(F)F)C=C3)cc2)ccc1O)C(C)C,899.96,,1,7.99,7.99,1.0,0.0,0,0,True,active_single
CHEMBL271519,CCN1CCN(c2ccc(NC(=O)c3ccccc3)cc2Cl)CC1,343.86,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL273586,c1ccc2c(c1)C(=C1CN3CCC1CC3)c1ccccc1-2,273.38,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL275914,O=C(NC[C@H]1CCCNC1)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,592.78,,1,7.0,7.0,1.0,0.0,0,0,True,active_single
CHEMBL27673,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,582.92,METHOCTRAMINE,2,6.42,6.42,1.0,0.0,0,0,True,active
CHEMBL277642,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12,345.53,HIMBACINE,4,7.0,7.0,1.0,0.0,0,0,True,active
CHEMBL278129,CN(C)CCOC(=O)C1=C/C(=Cc2ccncc2)c2ccccc21,320.39,,1,4.82,4.82,0.0,1.0,0,0,False,inactive_single
CHEMBL279105,CSc1nsnc1C1=C(C)CCN(C)C1,241.38,,1,4.0,4.0,0.0,1.0,0,0,False,inactive_single
CHEMBL279225,CN(C)CCN(C)C(=O)C1=C/C(=Cc2ccccn2)c2ccccc21,333.44,,1,4.2,4.2,0.0,1.0,0,0,False,inactive_single
CHEMBL279453,CCCN(CCC)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,478.64,,1,7.18,7.18,1.0,0.0,0,0,True,active_single
CHEMBL279520,CN(C)CCNC(=O)C1=C/C(=Cc2cccnc2)c2ccccc21,319.41,,1,4.39,4.39,0.0,1.0,0,0,False,inactive_single
CHEMBL280220,CCCc1c(C(=O)OCC)c2c3c(ccc2n1C)OC1c2ccc(SC)cc2CCN1C3,450.6,,1,6.64,6.64,1.0,0.0,0,0,True,active_single
CHEMBL280684,CN(C)CCOC(=O)C1=C/C(=Cc2cccnc2)c2ccccc21,320.39,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL282424,Fc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,310.38,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL282829,CCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,320.44,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL283036,FC(F)(F)c1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,360.38,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL283320,CN(C)CCNC(=O)C1=C/C(=Cc2ccncc2)c2ccccc21,319.41,,1,4.34,4.34,0.0,1.0,0,0,False,inactive_single
CHEMBL284137,CCN(CC)CCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,345.53,,1,8.4,8.4,1.0,0.0,0,0,True,active_single
CHEMBL285440,CN(C)CCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,331.5,,1,7.51,7.51,1.0,0.0,0,0,True,active_single
CHEMBL285898,CCN(CC)CCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,359.55,,1,6.8,6.8,1.0,0.0,0,0,True,active_single
CHEMBL286008,CN(C)CCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,317.47,,1,8.77,8.77,1.0,0.0,0,0,True,active_single
CHEMBL28607,COc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,322.41,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL28651,CSc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,338.48,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL287671,c1ccc(-c2ccc(N3CCN(Cc4c[nH]c5ncccc45)CC3)cc2)cc1,368.48,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL28833,CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,334.47,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL28997,Fc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,310.38,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL294649,Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc21,311.38,,1,4.3,4.3,0.0,1.0,0,0,False,inactive_single
CHEMBL294726,COc1ccc2c(c1)CCN1Cc3c(ccc4[nH]c(C)cc34)OC21,320.39,,1,4.82,4.82,0.0,1.0,0,0,False,inactive_single
CHEMBL295388,CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,462.64,,1,8.0,8.0,1.0,0.0,0,0,True,active_single
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58,ASTEMIZOLE,2,6.41,6.41,1.0,0.0,0,0,True,active
CHEMBL29808,C=Cc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,318.42,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL298612,Cn1cc(C(=O)C(=O)N[C@@H]2CN3CCC2CC3)c2ccccc21,311.38,,1,4.5,4.5,0.0,1.0,0,0,False,inactive_single
CHEMBL300987,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2ccc(OC)cc2C1O3,392.46,,1,4.97,4.97,0.0,1.0,0,0,False,inactive_single
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,211.33,PRAMIPEXOLE,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL302145,NCc1cccc(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)c1,360.4,,1,7.03,7.03,1.0,0.0,0,0,True,active_single
CHEMBL302809,CC1(CCN)CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,380.48,,1,8.48,8.48,1.0,0.0,0,0,True,active_single
CHEMBL3039518,COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,740.26,BATEFENTEROL,2,8.75,8.75,1.0,0.0,0,0,True,active
CHEMBL305531,NCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)C1,338.4,,1,8.54,8.54,1.0,0.0,0,0,True,active_single
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,469.67,EBASTINE,2,6.53,6.53,1.0,0.0,0,0,True,active
CHEMBL306903,O=C(NCC1CCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,352.43,,1,7.77,7.77,1.0,0.0,0,0,True,active_single
CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,174.25,,1,5.0,5.0,0.0,1.0,0,0,False,inactive_single
CHEMBL307554,O=C(Nc1ccc2c(c1)CNC2)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,372.42,,1,6.54,6.54,1.0,0.0,0,0,True,active_single
CHEMBL307810,COc1ccc([S+]([O-])c2ccc(C(C)N3CCN(C4CCCCC4)CC3)cc2)cc1,426.63,,1,9.01,9.01,1.0,0.0,0,0,True,active_single
CHEMBL3084394,CN1[C@@H]2CC[C@H]1C[C@@H](CCC(O)(c1ccccc1)c1ccccc1)C2,335.49,,1,6.87,6.87,1.0,0.0,0,0,True,active_single
CHEMBL3084395,CN1[C@@H]2CC[C@H]1C[C@@H](CC(O)(c1ccccc1)c1ccccn1)C2,322.45,,1,7.72,7.72,1.0,0.0,0,0,True,active_single
CHEMBL3084396,CN1[C@@H]2CC[C@H]1C[C@@H](CC(O)(c1cccs1)c1cccs1)C2,333.52,,1,8.0,8.0,1.0,0.0,0,0,True,active_single
CHEMBL3084397,CCC(O)(C[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1,273.42,,1,6.87,6.87,1.0,0.0,0,0,True,active_single
CHEMBL3084398,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](C=C(c1ccccc1)c1ccccc1)C2.[Br-],398.39,,1,8.0,8.0,1.0,0.0,0,0,True,active_single
